,created_at,id,text,text_nsw,sentiment,classification
10,2021-11-25 23:08:07+00:00,1.46E+18,@timlink @BrianKempGA They are vaccinated that are sick with covid,@timlink @BrianKempGA They vaccinated sick covid,-1,1
13,2021-11-25 23:08:09+00:00,1.46E+18,Watching spongebob the musical: uhhh would spongebob be an covid denier??,Watching spongebob musical: uhhh would spongebob covid denier??,-1,7
11,2021-11-25 23:08:09+00:00,1.46E+18,"Latest #COVID19 vaccination update in Mexico🇲🇽:
- 198,067 daily doses administered
- 131.38 million total doses adm… https://t.co/3P2L3ZH1V7","Latest #COVID19 vaccination update Mexico🇲🇽: - 198,067 daily doses administered - 131.38 million total doses adm… https://.co/3P2L3ZH1V7",0,3
12,2021-11-25 23:08:09+00:00,1.46E+18,@benpacked People used the excuse of covid for Havertz last year,@benpacked People used excuse covid Havertz last year,-1,3
14,2021-11-25 23:08:11+00:00,1.46E+18,gabriel speak on covid 19 vaccination https://t.co/0DWiMrhBXc via @YouTube,gabriel speak covid 19 vaccination https://.co/0DWiMrhBXc via @YouTube,0,3
15,2021-11-25 23:08:14+00:00,1.46E+18,South Africa’s vaccination rate is 25%. New variants arise where vax rates are low. Another reason why vaccination… https://t.co/tEhKP3YnYQ,South Africa’ vaccination rate 25%. New variants arise vax rates low. Another reason vaccination… https://.co/tEhKP3YnYQ,0,3
16,2021-11-25 23:08:16+00:00,1.46E+18,@sales_un The vaccinations then and the covid now are apples and oranges.  There is no standard of comparison.   No… https://t.co/MetqP8xw2Y,@sales_un The vaccinations covid apples oranges. There standard comparison. No… https://.co/MetqP8xw2Y,0,3
17,2021-11-25 23:08:18+00:00,1.46E+18,@TomPope69507931 And when you get covid I bet you won’t take a bed up at the hospital either 😂,@TomPope69507931 And get covid I bet ’ take bed hospital either 😂,-1,1
18,2021-11-25 23:08:20+00:00,1.46E+18,Scotland and covid passes https://t.co/Gi1She8ZLi,Scotland covid passes https://.co/Gi1She8ZLi,0,3
19,2021-11-25 23:08:22+00:00,1.46E+18,@GeorgistSimp @sarahbeth345 @DrCameronMurray Not really. The Pfizer trial only tested self reported minor symptom e… https://t.co/2Y4KkIAZLc,@GeorgistSimp @sarahbeth345 @DrCameronMurray Not really. The Pfizer trial tested self reported minor symptom e… https://.co/2Y4KkIAZLc,0,1
20,2021-11-25 23:08:25+00:00,1.46E+18,A friend just told me that I don't have long covid but it's a side effect of the vaccine. I has to then explain to… https://t.co/0JdMGX8okh,A friend told I ' long covid ' side effect vaccine. I explain … https://.co/0JdMGX8okh,-1,5
21,2021-11-25 23:08:27+00:00,1.46E+18,@KaljPre @rorymcevoy There will always be variants like the flu.. until every country has reached vaccination capac… https://t.co/uLfONeFy35,@KaljPre @rorymcevoy There always variants like flu.. every country reached vaccination capac… https://.co/uLfONeFy35,-1,8
22,2021-11-25 23:08:28+00:00,1.46E+18,@rodrick_roy @brianlilley @CandiceBergenMP You mean O’toole being asked about his parties vaccination status? You’r… https://t.co/B4t7Uz5lgL,@rodrick_roy @brianlilley @CandiceBergenMP You mean O’toole asked parties vaccination status? You’r… https://.co/B4t7Uz5lgL,-1,4
23,2021-11-25 23:08:28+00:00,1.46E+18,https://t.co/tKQWQU4KoX this was Moderna vaccine fighting the covid army the last two weeks in my body,https://.co/tKQWQU4KoX Moderna vaccine fighting covid army last two weeks body,1,7
24,2021-11-25 23:08:29+00:00,1.46E+18,@HotelLubyanka Mystified?!! Shows you the Calibre of scientists working &amp; advising us on covid doesn’t it.,@HotelLubyanka Mystified?!! Shows Calibre scientists working &amp; advising us covid ’ .,-1,1
25,2021-11-25 23:08:34+00:00,1.46E+18,Surely with the worst covid variant so far identified then good old Johnson ( straining every sinew etc ) must go to plan B …,Surely worst covid variant far identified good old Johnson ( straining every sinew etc ) must go plan B …,-1,8
26,2021-11-25 23:08:42+00:00,1.46E+18,@jordantyranny I'm in my mid to late 30's and had to move back In with my parents due to covid and other health iss… https://t.co/QHfRHBvpwb,@jordantyranny I' mid late 30' move back In parents due covid health iss… https://.co/QHfRHBvpwb,-1,6
27,2021-11-25 23:08:44+00:00,1.46E+18,"@ResistanceKiwi Great sign. Love the line ""Your vaccination status is not our business. You are."" 👍","@ResistanceKiwi Great sign. Love line ""Your vaccination status business. You ."" 👍",1,7
28,2021-11-25 23:08:46+00:00,1.46E+18,@SethLiebermann So Pfizer is efficient? You said it failed 😨,@SethLiebermann So Pfizer efficient? You said failed 😨,-1,1
29,2021-11-25 23:08:46+00:00,1.46E+18,@VoluntaryDom @FrankDeadly When the government uses a mask mandate or a covid vaccine mandate. That authoritarian rule.,@VoluntaryDom @FrankDeadly When government uses mask mandate covid vaccine mandate. That authoritarian rule.,-1,1
30,2021-11-25 23:08:47+00:00,1.46E+18,"@FoxNews @kevincorke 
Partial vaccination status doesn't count as fully vaccinated so shouldn't be cited by WH or N… https://t.co/9ACVFngqFL",@FoxNews @kevincorke Partial vaccination status ' count fully vaccinated ' cited WH N… https://.co/9ACVFngqFL,0,4
31,2021-11-25 23:08:48+00:00,1.46E+18,I couldn’t see my family today because of covid. But at least I had a shit ton of wine and a cute dude to FaceTime.,I ’ see family today covid. But least I shit ton wine cute dude FaceTime.,-1,4
32,2021-11-25 23:08:50+00:00,1.46E+18,@vinqlytwt You don’t need the covid exposure anyways. They’re just Twitter trash,@vinqlytwt You ’ need covid exposure anyways. They’ Twitter trash,-1,4
0,2021-11-26 00:29:30+00:00,1.46E+18,"@IntelCrab Brave of you to say that, given the bullying tactics of CCP - but it had to be said: China tried to cover up covid.","@IntelCrab Brave say , given bullying tactics CCP - said: China tried cover covid.",-1,4
1,2021-11-26 00:29:35+00:00,1.46E+18,"@peachypuk @MaryMort9 Looks more like an excuse for a piece of homework not handed, the dog ate it....covid jabs ar… https://t.co/luDwsz4E2a","@peachypuk @MaryMort9 Looks like excuse piece homework handed, dog ate ....covid jabs ar… https://.co/luDwsz4E2a",-1,1
2,2021-11-26 00:29:36+00:00,1.46E+18,The government literally wanted covid to overwhelm the hospitals and when it didnt they went in and fired people an… https://t.co/FRJHfCUr3m,The government literally wanted covid overwhelm hospitals didnt went fired people … https://.co/FRJHfCUr3m,-1,4
3,2021-11-26 00:29:43+00:00,1.46E+18,@RobertW94761084 @Lewified @CountDankulaTV Nothing strange about encouraging a covid test to see your family,@RobertW94761084 @Lewified @CountDankulaTV Nothing strange encouraging covid test see family,-1,1
4,2021-11-26 00:29:45+00:00,1.46E+18,"@ABSCBNNews May point etong si kuya.

Currently, africa is the least vaccinated continent i think.

Pfizer and thei… https://t.co/X98yA7NMH8","@ABSCBNNews May point etong si kuya. Currently, africa least vaccinated continent think. Pfizer thei… https://.co/X98yA7NMH8",0,4
5,2021-11-26 00:29:46+00:00,1.46E+18,Naaah mate. It's the covid that's going to rip through your place. Doing the bare minimum to keep staff and custome… https://t.co/RUb2gwIeTz,Naaah mate. It' covid ' going rip place. Doing bare minimum keep staff custome… https://.co/RUb2gwIeTz,-1,4
6,2021-11-26 00:29:49+00:00,1.46E+18,"Yep for sure and covid is over tonight, bumbling stumbling Trudope liberals cannot do anything right, wink,wink, ge… https://t.co/tBsp3dXTYt","Yep sure covid tonight, bumbling stumbling Trudope liberals cannot anything right, wink,wink, ge… https://.co/tBsp3dXTYt",-1,7
8,2021-11-26 00:29:50+00:00,1.46E+18,@alchemytoday @theosanderson It absolutely was not. Pfizer studied it and found success with the original vaccine.,@alchemytoday @theosanderson It absolutely . Pfizer studied found success original vaccine.,-1,1
7,2021-11-26 00:29:50+00:00,1.46E+18,@curtmilam @SheriAWilkinson The people on this thread are not cautious about vaccination - they're just sharing experiences.,@curtmilam @SheriAWilkinson The people thread cautious vaccination - ' sharing experiences.,0,1
9,2021-11-26 00:29:55+00:00,1.46E+18,"Obviously, lack of vaccination is a factor for younger kids (unfortunately can't split the data at age 12). But als… https://t.co/k3xHwfl6tF","Obviously, lack vaccination factor younger kids (unfortunately ' split data age 12). But als… https://.co/k3xHwfl6tF",0,1
10,2021-11-26 00:29:55+00:00,1.46E+18,"@zaynebuoni Well you see,it all started from the covid vaccine,idk what actually in it but it made me more tired,th… https://t.co/jlo2lWwbEe","@zaynebuoni Well see, started covid vaccine,idk actually made tired,th… https://.co/jlo2lWwbEe",-1,5
11,2021-11-26 00:29:56+00:00,1.46E+18,A sudden “surge” of covid cases across Europe just as they start pushing the vaccine boosters… how convenient. Ever… https://t.co/BGJmNZnXK7,A sudden “surge” covid cases across Europe start pushing vaccine boosters… convenient. Ever… https://.co/BGJmNZnXK7,-1,2
12,2021-11-26 00:30:00+00:00,1.46E+18,City hits vaccination rate goal of 77% for residents 12 or older https://t.co/oUJoS4AArJ https://t.co/VEtKPAoPYO,City hits vaccination rate goal 77% residents 12 older https://.co/oUJoS4AArJ https://.co/VEtKPAoPYO,1,3
13,2021-11-26 00:30:00+00:00,1.46E+18,Analysis of earliest covid-19 cases points to Wuhan market as source https://t.co/uf5VKniGfK,Analysis earliest covid-19 cases points Wuhan market source https://.co/uf5VKniGfK,0,3
14,2021-11-26 00:30:01+00:00,1.46E+18,"African company works to replicate Moderna's COVID vaccine, without permission, to address unequal access https://t.co/eeL7rmzFY1","African company works replicate Moderna' COVID vaccine, without permission, address unequal access https://.co/eeL7rmzFY1",-1,3
15,2021-11-26 00:30:01+00:00,1.46E+18,"@AmandaBalleng99 @CAROLVSAVG @fitterhappierAJ I’ve seen it said “the FDA will determine eligibility.“ 

But Pfizer… https://t.co/iTj8kxAkKt",@AmandaBalleng99 @CAROLVSAVG @fitterhappierAJ I’ seen said “ FDA determine eligibility.“ But Pfizer… https://.co/iTj8kxAkKt,0,3
16,2021-11-26 00:30:06+00:00,1.46E+18,"Last year today, I really thought covid had my dad &amp; me on our deathbed. So just being able to sit down and see my… https://t.co/VDvqbYMI6q","Last year today, I really thought covid dad &amp; deathbed. So able sit see … https://.co/VDvqbYMI6q",1,6
17,2021-11-26 00:30:07+00:00,1.46E+18,AstraZeneca to set up division for vaccines and antibody therapies https://t.co/rHRntSWxUB,AstraZeneca set division vaccines antibody therapies https://.co/rHRntSWxUB,0,3
18,2021-11-26 00:30:07+00:00,1.46E+18,@HEYimHeroic I kinda like them tbh. They are Almost non existant nowdays cuz of covid.,@HEYimHeroic I kinda like tbh. They Almost non existant nowdays cuz covid.,1,4
19,2021-11-26 00:30:09+00:00,1.46E+18,We've had 424 new cases and 3 more deaths but the vaccination rate keeps going up in B.C.  https://t.co/Yu5wd384KC,We' 424 new cases 3 deaths vaccination rate keeps going B.C. https://.co/Yu5wd384KC,1,3
20,2021-11-26 00:30:09+00:00,1.46E+18,@eldrogt @thehill @pfizer_news @moderna_tx @JNJNews @AstraZeneca @JoeBiden @KamalaHarris @CDCgov @RWalensky… https://t.co/T2RLXbc8rx,@eldrogt @thehill @pfizer_news @moderna_tx @JNJNews @AstraZeneca @JoeBiden @KamalaHarris @CDCgov @RWalensky… https://.co/T2RLXbc8rx,0,4
21,2021-11-26 00:30:14+00:00,1.46E+18,@OneVapid If mass vaccination is the cause for selective pressure toward a more contagious/dangerous variant! Then… https://t.co/xMCqydnlm9,@OneVapid If mass vaccination cause selective pressure toward contagious/dangerous variant! Then… https://.co/xMCqydnlm9,-1,1
22,2021-11-26 00:30:15+00:00,1.46E+18,"@newschambers How many non covid deaths did they have in the same time frame? I'd imagine more than 100,000","@newschambers How many non covid deaths time frame? I' imagine 100,000",-1,6
23,2021-11-26 00:30:17+00:00,1.46E+18,@disbannie well i eat pie yes and i used to go to a thanksgiving party w my fam every year...till covid started lol,@disbannie well eat pie yes used go thanksgiving party w fam every year...till covid started lol,-1,6
24,2021-11-26 00:30:17+00:00,1.46E+18,The #EuropeanUnion’s drug regulator on Thursday recommended expanding the use of #Pfizer-BioNTech’s #COVID19 vaccin… https://t.co/Wyi2nQFKWD,The #EuropeanUnion’ drug regulator Thursday recommended expanding use #Pfizer-BioNTech’ #COVID19 vaccin… https://.co/Wyi2nQFKWD,0,3
25,2021-11-26 00:30:22+00:00,1.46E+18,Could it be because there's poison in it? #itsasecret #whatsinit #blankinserts #Pfizer #GrapheneOxide #toxic… https://t.co/5jg8Z5lZdg,Could ' poison ? #itsasecret #whatsinit #blankinserts #Pfizer #GrapheneOxide #toxic… https://.co/5jg8Z5lZdg,-1,7
26,2021-11-26 00:30:22+00:00,1.46E+18,Good morning everyone its time to go to work for me. After having my first dose of vaccination!,Good morning everyone time go work . After first dose vaccination!,1,1
27,2021-11-26 00:30:22+00:00,1.46E+18,"@beggsy01 I really worry for you Ozzys, If your government is this crazy now. What will they do when covid breaks o… https://t.co/9ru79UgznW","@beggsy01 I really worry Ozzys, If government crazy . What covid breaks … https://.co/9ru79UgznW",-1,4
28,2021-11-26 00:30:24+00:00,1.46E+18,@Taipan57602002 You have a covid obsession mate. Must be exhausting.,@Taipan57602002 You covid obsession mate. Must exhausting.,0,4
29,2021-11-26 00:30:25+00:00,1.46E+18,"You can take a shot every morning,wear a covid patch all day and take a pill in the evening 😂","You take shot every morning,wear covid patch day take pill evening 😂",0,7
30,2021-11-26 00:30:25+00:00,1.46E+18,"@GOPLeader McCarthy
1. Killed soldiers w insurrection
2. Killed Americans w bad covid advice!
Trial for crimes against humanity!",@GOPLeader McCarthy 1. Killed soldiers w insurrection 2. Killed Americans w bad covid advice! Trial crimes humanity!,0,4
31,2021-11-26 00:30:26+00:00,1.46E+18,@JordAfc92 @1MagnaCarta1215 @MetroUK What do you think happens when covid patients fill up a hospital?,@JordAfc92 @1MagnaCarta1215 @MetroUK What think happens covid patients fill hospital?,-1,6
32,2021-11-26 00:30:27+00:00,1.46E+18,"@SuzeQKnits @BNODesk No, the fear mongering media is. Brought to you by Pfizer.","@SuzeQKnits @BNODesk No, fear mongering media . Brought Pfizer.",-1,1
0,2021-11-26 01:06:52+00:00,1.46E+18,"@alexmeshkin It would be a vaccination only solution if everyone was vaccinated, but that is hardly the case. We ha… https://t.co/4yhhYQbNii","@alexmeshkin It would vaccination solution everyone vaccinated, hardly case. We ha… https://.co/4yhhYQbNii",0,1
1,2021-11-26 01:06:59+00:00,1.46E+18,"@CrowdSurfer64 @mail_american And the Feds will never mandate vaccination. 

And the camps in Australia will only b… https://t.co/7D3l0VGg8b",@CrowdSurfer64 @mail_american And Feds never mandate vaccination. And camps Australia b… https://.co/7D3l0VGg8b,-1,1
2,2021-11-26 01:07:01+00:00,1.46E+18,"@CNN is no better than a Nazi! 
I always wondered why they are excessively obsessed with vaccination in the past 20… https://t.co/sxmN7eqFzE",@CNN better Nazi! I always wondered excessively obsessed vaccination past 20… https://.co/sxmN7eqFzE,-1,4
3,2021-11-26 01:07:04+00:00,1.46E+18,"@GavanSmith10 @coachingbyvideo @popjump Yep, you would think people never had heart problems and such like before the covid vaccine.","@GavanSmith10 @coachingbyvideo @popjump Yep, would think people never heart problems like covid vaccine.",-1,5
4,2021-11-26 01:07:06+00:00,1.46E+18,FDA says it will be 55 years before they release the data about the vaccine. Pfizer vax is NOT FDA approved! The la… https://t.co/PiRWWXX8ER,FDA says 55 years release data vaccine. Pfizer vax NOT FDA approved! The la… https://.co/PiRWWXX8ER,-1,1
5,2021-11-26 01:07:07+00:00,1.46E+18,update from the summit regarding vaccination policy!! @parxtourupdates https://t.co/ujTIsHLECh,update summit regarding vaccination policy!! @parxtourupdates https://.co/ujTIsHLECh,0,3
6,2021-11-26 01:07:08+00:00,1.46E+18,I have a vaccination appointment today. #COVID19,I vaccination appointment today. #COVID19,1,4
7,2021-11-26 01:07:08+00:00,1.46E+18,me and my roommates discussing the post-covid special https://t.co/oF873DLP4p, roommates discussing post-covid special https://.co/oF873DLP4p,1,4
8,2021-11-26 01:07:11+00:00,1.46E+18,@RoddyCraig1 @ZubyMusic They don't though. I know many that got the vax and then got covid,@RoddyCraig1 @ZubyMusic They ' though. I know many got vax got covid,0,5
9,2021-11-26 01:07:13+00:00,1.46E+18,My blessing for today: A much less stressful #Thanksgiving than last year when we thought mom would die from #covid,My blessing today: A much less stressful #Thanksgiving last year thought mom would die #covid,1,6
10,2021-11-26 01:07:13+00:00,1.46E+18,"@CharlieHorseToy A) it is law

B) an exemption “letter” isn’t an acceptable form of exemption, only a covid certifi… https://t.co/e5mR8O6TEE","@CharlieHorseToy A) law B) exemption “letter” ’ acceptable form exemption, covid certifi… https://.co/e5mR8O6TEE",0,4
11,2021-11-26 01:07:13+00:00,1.46E+18,@PrisonPlanet She’s lying. Anyone with a phone can look up covid cases among infants.,@PrisonPlanet She’ lying. Anyone phone look covid cases among infants.,-1,6
12,2021-11-26 01:07:17+00:00,1.46E+18,"Update on 19yo Cienna — who went to hospital on 22 October, 1 day after a covid jab.

“3 out of 5 of my main arteri… https://t.co/yVMATlreMp","Update 19yo Cienna — went hospital 22 October, 1 day covid jab. “3 5 main arteri… https://.co/yVMATlreMp",-1,5
13,2021-11-26 01:07:20+00:00,1.46E+18,@catreadway @RepThomasMassie They are scared him telling the truth will destroy profits from their Pfizer investments,@catreadway @RepThomasMassie They scared telling truth destroy profits Pfizer investments,-1,1
14,2021-11-26 01:07:23+00:00,1.46E+18,"@PreetBharara Afghan exit, high oil price, inflation, supply chain chaos, higher 2021 covid death than 2020 ???","@PreetBharara Afghan exit, high oil price, inflation, supply chain chaos, higher 2021 covid death 2020 ???",-1,3
15,2021-11-26 01:07:24+00:00,1.46E+18,@DCEastSinghbhum @HemantSorenJMM @JharkhandCMO @PRDJSR It would be great if one more column for death due to covid is added as well,@DCEastSinghbhum @HemantSorenJMM @JharkhandCMO @PRDJSR It would great one column death due covid added well,-1,4
16,2021-11-26 01:07:24+00:00,1.46E+18,"So here’s the thing about covid toes…if the circulation in an extremity is compromised, other “extremities” might a… https://t.co/XBayUheg0k","So ’ thing covid toes… circulation extremity compromised, “extremities” might … https://.co/XBayUheg0k",-1,6
17,2021-11-26 01:07:25+00:00,1.46E+18,@realpolitikwest @EvanLSolomon How much covid relief did China get from Canada? Hint: more than you think.,@realpolitikwest @EvanLSolomon How much covid relief China get Canada? Hint: think.,-1,3
18,2021-11-26 01:07:26+00:00,1.46E+18,Province’s vaccination data is misleading and it’s giving anti-vaxxers new ammunition #wfp @winnipegnews https://t.co/uKEHwQi1dU,Province’ vaccination data misleading ’ giving anti-vaxxers new ammunition #wfp @winnipegnews https://.co/uKEHwQi1dU,-1,1
19,2021-11-26 01:07:26+00:00,1.46E+18,"the video is about fanny telling the tpot contestants to follow covid safety rules, but the rest of the gang refuse… https://t.co/i2jz2wjYgH"," video fanny telling tpot contestants follow covid safety rules, rest gang refuse… https://.co/i2jz2wjYgH",0,4
20,2021-11-26 01:07:27+00:00,1.46E+18,15 more countries recognise India's vaccination certificate: MEA https://t.co/B0TuENlZjK,15 countries recognise India' vaccination certificate: MEA https://.co/B0TuENlZjK,0,3
21,2021-11-26 01:07:28+00:00,1.46E+18,@janetplanet1111 @atensnut Don’t forget we are all gonna die from covid and it’s many variants,@janetplanet1111 @atensnut Don’ forget gonna die covid ’ many variants,-1,8
22,2021-11-26 01:07:29+00:00,1.46E+18,@ElijahSchaffer Well part of it is covid broke out in 2018 and China/Africa exchanges tons of foreign workers. So i… https://t.co/E4QlApj7BW,@ElijahSchaffer Well part covid broke 2018 China/Africa exchanges tons foreign workers. So … https://.co/E4QlApj7BW,-1,4
23,2021-11-26 01:07:30+00:00,1.46E+18,"@Miss_Molly35 My mom was a nurse and I can't even imagine what she would think about covid, I'm pretty sure it woul… https://t.co/OxaJ71xZRj","@Miss_Molly35 My mom nurse I ' even imagine would think covid, I' pretty sure woul… https://.co/OxaJ71xZRj",-1,6
24,2021-11-26 01:07:31+00:00,1.46E+18,"@GenderGriffins now i have a very small collection &amp; don't use them very often because post-covid nose, but i do en… https://t.co/4wwSIzyRu3","@GenderGriffins small collection &amp; ' use often post-covid nose, en… https://.co/4wwSIzyRu3",-1,6
25,2021-11-26 01:07:31+00:00,1.46E+18,"""Thanks to everyone at covid assessment centre for getting results back so quickly""

[Cries in unappreciated, overw… https://t.co/k8vyjT70kw","""Thanks everyone covid assessment centre getting results back quickly"" [Cries unappreciated, overw… https://.co/k8vyjT70kw",1,6
26,2021-11-26 01:07:32+00:00,1.46E+18,@CDCDirector Hey doctor more people die from the use of tabbacco every year than covid how come there is no push to… https://t.co/ZrZkRC8ujm,@CDCDirector Hey doctor people die use tabbacco every year covid come push … https://.co/ZrZkRC8ujm,-1,4
27,2021-11-26 01:07:36+00:00,1.46E+18,"Europe allows Pfizer vaccine to be used on children 5-11 years old

https://t.co/u1KBL13gEe",Europe allows Pfizer vaccine used children 5-11 years old https://.co/u1KBL13gEe,0,3
28,2021-11-26 01:07:38+00:00,1.46E+18,"I mean, the chance of dying for under 60s *before* vaccination was already very small, but some people seem more an… https://t.co/Ws0Ob0huOP","I mean, chance dying 60s ** vaccination already small, people seem … https://.co/Ws0Ob0huOP",1,1
29,2021-11-26 01:07:39+00:00,1.46E+18,@jschmidt27 @Sandra4Heroes @washingtonpost Most people who get covid don't even know it! Only the people with comor… https://t.co/UgIpLS96hE,@jschmidt27 @Sandra4Heroes @washingtonpost Most people get covid ' even know ! Only people comor… https://.co/UgIpLS96hE,-1,6
31,2021-11-26 01:07:40+00:00,1.46E+18,What about covid and Arderns trip round islands.  Labour is govt so long as they are working hard all should be goo… https://t.co/4YVUuNIIqt,What covid Arderns trip round islands. Labour govt long working hard goo… https://.co/4YVUuNIIqt,0,4
30,2021-11-26 01:07:40+00:00,1.46E+18,@Gertrud29409036 @DavidStaplesYEG You do realize that covid causes a higher incidence of severe myocarditis than th… https://t.co/vBVS7b0Sbw,@Gertrud29409036 @DavidStaplesYEG You realize covid causes higher incidence severe myocarditis th… https://.co/vBVS7b0Sbw,1,1
32,2021-11-26 01:07:45+00:00,1.46E+18,"Jisox!!! Please release us from covid o. 😱😱🙆🏾‍♀️🙆🏾‍♀️🙆🏾‍♀️🙆🏾‍♀️
Sebi son idiots were saying that mutation will lead… https://t.co/h9c54Tq7NM",Jisox!!! Please release us covid . 😱😱🙆🏾‍♀️🙆🏾‍♀️🙆🏾‍♀️🙆🏾‍♀️ Sebi son idiots saying mutation lead… https://.co/h9c54Tq7NM,1,7
0,2021-11-26 02:15:47+00:00,1.46E+18,@AFP Strange how they were saying just the other day that Africa had the least amount of covid cases. Now not only… https://t.co/E9v6wj5SmY,@AFP Strange saying day Africa least amount covid cases. Now … https://.co/E9v6wj5SmY,-1,3
1,2021-11-26 02:15:49+00:00,1.46E+18,"@ReutersFacts Maybe the fact checkers can check all the hospitals filled with covid vaccine adverse reactions.

Don… https://t.co/ENv5fZPf94",@ReutersFacts Maybe fact checkers check hospitals filled covid vaccine adverse reactions. Don… https://.co/ENv5fZPf94,-1,1
2,2021-11-26 02:15:52+00:00,1.46E+18,"@BrownBallin11 @Doulie_Montana oh definitely. covid can’t stop me now. until the mandate vax,,,,, but we will cross… https://t.co/FIHXjU4xhb","@BrownBallin11 @Doulie_Montana oh definitely. covid ’ stop . mandate vax,,,,, cross… https://.co/FIHXjU4xhb",-1,1
3,2021-11-26 02:15:52+00:00,1.46E+18,@GayRepublicSwag 😂 Warning!!  I don’t give a single crap about covid.,@GayRepublicSwag 😂 Warning!! I ’ give single crap covid.,-1,4
4,2021-11-26 02:15:53+00:00,1.46E+18,@BullTradeFinder Germany said covid was the worst thing ever to happen to Germany.  LOL sure if you erase history,@BullTradeFinder Germany said covid worst thing ever happen Germany. LOL sure erase history,-1,7
5,2021-11-26 02:16:02+00:00,1.46E+18,@JoyAnnReid Hey dimwit....thats because people that lost their jobs due to covid can't draw unemployment anymore. D… https://t.co/gkAQTp4BI6,@JoyAnnReid Hey dimwit....thats people lost jobs due covid ' draw unemployment anymore. D… https://.co/gkAQTp4BI6,-1,4
6,2021-11-26 02:16:06+00:00,1.46E+18,all my health problems post-covid are proof that this virus is not a joke cause i’ve been to the doctor more times… https://t.co/fe1vJaQa5a, health problems post-covid proof virus joke cause ’ doctor times… https://.co/fe1vJaQa5a,-1,6
7,2021-11-26 02:16:07+00:00,1.46E+18,guess who's taking her exam while in line waiting for her vaccination 💀,guess ' taking exam line waiting vaccination 💀,0,1
8,2021-11-26 02:16:09+00:00,1.46E+18,The government has signed a contract to buy 30 million doses of Covid-19 vaccine from Pfizer to be delivered from t… https://t.co/YZAgb809tV,The government signed contract buy 30 million doses Covid-19 vaccine Pfizer delivered … https://.co/YZAgb809tV,0,3
9,2021-11-26 02:16:13+00:00,1.46E+18,"Weakness was there and new covid variant in Africa added fuel to the 🔥 bulls are trapped big time!

17350 -17300 ca… https://t.co/tnkiiTrPIj",Weakness new covid variant Africa added fuel 🔥 bulls trapped big time! 17350 -17300 ca… https://.co/tnkiiTrPIj,-1,8
11,2021-11-26 02:16:14+00:00,1.46E+18,"On Wednesday, I tried the ""test"" park ticket at Tokyo Disney, where you show proof of vaccination or a negative PCR… https://t.co/80WBkrAe6N","On Wednesday, I tried ""test"" park ticket Tokyo Disney, show proof vaccination negative PCR… https://.co/80WBkrAe6N",1,7
10,2021-11-26 02:16:14+00:00,1.46E+18,#f1jp new variant corona virus covid  African #SpiderManNoWayHome,#f1jp new variant corona virus covid African #SpiderManNoWayHome,0,8
13,2021-11-26 02:16:15+00:00,1.46E+18,The CM verifies your vaccination status at the ticket turnstiles by checking your vaccination certificate. I showed… https://t.co/bThdMyoUbS,The CM verifies vaccination status ticket turnstiles checking vaccination certificate. I showed… https://.co/bThdMyoUbS,0,4
12,2021-11-26 02:16:15+00:00,1.46E+18,Kinda sucks being chronically dehydrated because I never know if I'm feeling sick because of that or if it's the covid.,Kinda sucks chronically dehydrated I never know I' feeling sick ' covid.,-1,6
14,2021-11-26 02:16:16+00:00,1.46E+18,I also had to show my government ID (I used my Japan Resident Card). Your name on your vaccination certificate and ID has to match.,I also show government ID (I used Japan Resident Card). Your name vaccination certificate ID match.,0,4
15,2021-11-26 02:16:17+00:00,1.46E+18,"Futures sharply negative on new S African covid strain w/ 32 mutations, which current vaccines may not work on...… https://t.co/W7KEeyed55","Futures sharply negative new S African covid strain w/ 32 mutations, current vaccines may work ...… https://.co/W7KEeyed55",-1,8
16,2021-11-26 02:16:20+00:00,1.46E+18,@monicaonairtalk You need to read Zerohedge.  Bad covid news breaking. New variant. Stock mkts selling off hard tonight ….,@monicaonairtalk You need read Zerohedge. Bad covid news breaking. New variant. Stock mkts selling hard tonight ….,0,8
17,2021-11-26 02:16:21+00:00,1.46E+18,"@Bunny_Godfather @jt_mag_os @juliaminuma The safe side is the best and only side to be on when there's a new, potential covid danger.","@Bunny_Godfather @jt_mag_os @juliaminuma The safe side best side ' new, potential covid danger.",0,4
18,2021-11-26 02:16:27+00:00,1.46E+18,This is the #covid19 variant that could kill all of us.,This #covid19 variant could kill us.,-1,8
19,2021-11-26 02:16:27+00:00,1.46E+18,4 &amp; 5 vaccination has entered chat,4 &amp; 5 vaccination entered chat,0,7
20,2021-11-26 02:16:27+00:00,1.46E+18,@RogueGamer_M Aw!! I hope that you feel better soon! Glad to hear that you avoided covid at least 🙏🏼 hopefully it’s… https://t.co/2aGp1Y1GfF,@RogueGamer_M Aw!! I hope feel better soon! Glad hear avoided covid least 🙏🏼 hopefully ’… https://.co/2aGp1Y1GfF,1,4
21,2021-11-26 02:16:28+00:00,1.46E+18,Retweet this with a pic of you just before covid hit https://t.co/kfFnvOw8gS,Retweet pic covid hit https://.co/kfFnvOw8gS,0,4
22,2021-11-26 02:16:29+00:00,1.46E+18,covid go away,covid go away,0,7
23,2021-11-26 02:16:29+00:00,1.46E+18,@DanielBerman2 The equities are different in children because covid is so mild in them that the benefits are very s… https://t.co/mVxSC42jsm,@DanielBerman2 The equities different children covid mild benefits … https://.co/mVxSC42jsm,0,1
